ensembl_gene_id,removed,entrezgene_id,hgnc_symbol,gene_biotype,chromosome_name,start_position,end_position
ENSG00000226481,not protein coding,NA,ACTR3BP2,processed_pseudogene,2,91940668,91942040
ENSG00000234898,not protein coding,NA,CHEK2P3,unprocessed_pseudogene,2,91957436,91963610
ENSG00000235147,not protein coding,NA,,processed_pseudogene,2,92006680,92007121
ENSG00000223816,not protein coding,NA,IGKV1OR2-2,unprocessed_pseudogene,2,92034522,92035000
ENSG00000286156,not protein coding,NA,BMS1P23,transcribed_unprocessed_pseudogene,2,94196057,94203287
ENSG00000261522,not protein coding,NA,,transcribed_unprocessed_pseudogene,2,94582873,94585473
ENSG00000259916,rare,100509620,AQP7B,protein_coding,2,94587101,94612744
ENSG00000237383,not protein coding,NA,CNN2P11,processed_pseudogene,2,94725674,94725935
ENSG00000227265,not protein coding,NA,GXYLT1P7,processed_pseudogene,2,94734655,94735844
ENSG00000213355,not protein coding,NA,CNN2P8,processed_pseudogene,2,94737337,94738249
ENSG00000234837,not protein coding,NA,,processed_pseudogene,2,94750582,94751293
ENSG00000223564,not protein coding,NA,CYP4F32P,transcribed_unprocessed_pseudogene,2,94759259,94760279
ENSG00000232502,not protein coding,NA,,transcribed_processed_pseudogene,2,94760774,94761116
ENSG00000235571,not protein coding,NA,SNX18P14,processed_pseudogene,2,94786688,94787261
ENSG00000229089,not protein coding,NA,ANKRD20A8P,transcribed_unprocessed_pseudogene,2,94791103,94857282
ENSG00000212140,not protein coding,NA,RNU6-1320P,snRNA,2,94846533,94846639
ENSG00000278631,not protein coding,NA,SOWAHCP5,processed_pseudogene,2,94861362,94862667
ENSG00000259848,not protein coding,NA,,transcribed_unprocessed_pseudogene,2,94886861,94892756
ENSG00000163060,rare,150483,TEKT4,protein_coding,2,94871430,94876823
ENSG00000237055,not protein coding,NA,MTCO1P48,processed_pseudogene,2,94899566,94900661
ENSG00000232128,not protein coding,NA,MTCO3P45,processed_pseudogene,2,94900990,94901602
ENSG00000233158,not protein coding,NA,RPS24P6,processed_pseudogene,2,94912432,94912831
ENSG00000231331,not protein coding,NA,,unprocessed_pseudogene,2,94953161,94953593
ENSG00000232594,not protein coding,NA,,unprocessed_pseudogene,2,94961047,94961503
ENSG00000233105,not protein coding,NA,,unprocessed_pseudogene,2,94964473,94964836
ENSG00000224585,not protein coding,NA,,unprocessed_pseudogene,2,94971954,94972167
ENSG00000233447,not protein coding,NA,,unprocessed_pseudogene,2,94974544,94974838
ENSG00000235186,not protein coding,NA,,unprocessed_pseudogene,2,94991880,94994362
ENSG00000277591,not protein coding,NA,RN7SL575P,misc_RNA,2,95003545,95003843
ENSG00000233850,not protein coding,NA,,lncRNA,2,95025193,95026709
ENSG00000231062,not protein coding,NA,,lncRNA,2,95051395,95053176
ENSG00000287362,not protein coding,NA,,lncRNA,2,95067074,95076900
ENSG00000275768,not protein coding,NA,SLC2AXP1,unprocessed_pseudogene,2,95196449,95197357
ENSG00000115041,rare,30818,KCNIP3,protein_coding,2,95297327,95386077
ENSG00000235129,not protein coding,NA,FABP7P2,processed_pseudogene,2,95368507,95368885
ENSG00000248821,not protein coding,NA,,unprocessed_pseudogene,2,95413456,95414296
ENSG00000233275,not protein coding,NA,,processed_pseudogene,2,95434759,95435113
ENSG00000227120,not protein coding,NA,,processed_pseudogene,2,95436133,95436556
ENSG00000204705,not protein coding,NA,UBTFL5,unprocessed_pseudogene,2,95450310,95451500
ENSG00000277747,not protein coding,NA,,unprocessed_pseudogene,2,95460144,95460336
ENSG00000234903,not protein coding,NA,,unprocessed_pseudogene,2,95468863,95469778
ENSG00000144010,rare,653192,TRIM43B,protein_coding,2,95477008,95484754
ENSG00000238162,not protein coding,NA,,processed_pseudogene,2,95485541,95485805
ENSG00000223917,not protein coding,NA,,unprocessed_pseudogene,2,95486480,95488627
ENSG00000237308,not protein coding,NA,,processed_pseudogene,2,95496022,95496531
ENSG00000224719,not protein coding,NA,,unprocessed_pseudogene,2,95502791,95505059
ENSG00000226185,not protein coding,NA,TRIM64FP,unprocessed_pseudogene,2,95514827,95520107
ENSG00000272913,not protein coding,NA,,lncRNA,2,95524873,95526754
ENSG00000229689,not protein coding,NA,ANKRD33BP1,transcribed_unprocessed_pseudogene,2,95525345,95527220
ENSG00000236431,not protein coding,NA,,processed_pseudogene,2,95536117,95536495
ENSG00000273305,not protein coding,NA,,lncRNA,2,95537969,95538469
ENSG00000233037,not protein coding,NA,,processed_pseudogene,2,95542730,95543230
ENSG00000168992,not protein coding,NA,OR7E102P,unprocessed_pseudogene,2,95546531,95547545
ENSG00000232717,not protein coding,NA,TRIM51JP,unprocessed_pseudogene,2,95574901,95580769
ENSG00000274028,not protein coding,NA,,unprocessed_pseudogene,2,95588149,95589253
ENSG00000230083,not protein coding,NA,,processed_pseudogene,2,95590969,95591206
ENSG00000144015,rare,129868,TRIM43,protein_coding,2,95592001,95599778
ENSG00000236026,not protein coding,NA,,processed_pseudogene,2,95606924,95607152
ENSG00000271003,not protein coding,NA,,unprocessed_pseudogene,2,95607073,95616592
ENSG00000270193,not protein coding,NA,,processed_pseudogene,2,95616492,95617233
ENSG00000204699,not protein coding,NA,UBTFL3,unprocessed_pseudogene,2,95625213,95626236
ENSG00000275497,not protein coding,NA,,unprocessed_pseudogene,2,95633850,95636106
ENSG00000235959,not protein coding,NA,,processed_pseudogene,2,95640181,95640604
ENSG00000236750,not protein coding,NA,,processed_pseudogene,2,95641634,95641980
ENSG00000235584,not protein coding,NA,,lncRNA,2,95660588,95668727
ENSG00000237510,not protein coding,NA,GPAT2P1,transcribed_unprocessed_pseudogene,2,95792220,95800166
ENSG00000232931,not protein coding,NA,LINC00342,lncRNA,2,95807052,95835003
ENSG00000275961,not protein coding,NA,RN7SL210P,misc_RNA,2,96004563,96004850
ENSG00000231584,not protein coding,NA,FAHD2CP,transcribed_unprocessed_pseudogene,2,96013730,96021608
ENSG00000228873,not protein coding,NA,,lncRNA,2,96145602,96147012
ENSG00000204685,not protein coding,NA,STARD7-AS1,lncRNA,2,96208389,96243353
ENSG00000230747,not protein coding,NA,,lncRNA,2,96307263,96321731
ENSG00000235480,not protein coding,105373496,,lncRNA,2,96527940,96532306
ENSG00000264157,not protein coding,100422928,MIR3127,miRNA,2,96798278,96798353
ENSG00000273265,not protein coding,100506036,CNNM3-DT,lncRNA,2,96812239,96813657
ENSG00000168754,rare,51252,FAM178B,protein_coding,2,96875882,96986580
ENSG00000286654,not protein coding,NA,,lncRNA,2,96912549,96917272
ENSG00000274206,not protein coding,NA,,misc_RNA,2,96938923,96939203
ENSG00000252845,not protein coding,NA,RNA5SP101,rRNA_pseudogene,2,96956708,96956815
ENSG00000275094,not protein coding,NA,,unprocessed_pseudogene,2,97000436,97001593
ENSG00000273634,not protein coding,NA,,processed_pseudogene,2,97008368,97009104
ENSG00000248134,not protein coding,NA,,unprocessed_pseudogene,2,97018343,97018604
ENSG00000144188,not protein coding,NA,TRIM43CP,unprocessed_pseudogene,2,97025981,97031636
ENSG00000230343,not protein coding,NA,,unprocessed_pseudogene,2,97034442,97034706
ENSG00000236847,not protein coding,NA,,unprocessed_pseudogene,2,97035461,97037549
ENSG00000270748,not protein coding,NA,IGKV2OR2-1,IG_V_pseudogene,2,97046588,97046891
ENSG00000271402,not protein coding,NA,IGKV2OR2-2,IG_V_pseudogene,2,97050729,97051028
ENSG00000204670,not protein coding,NA,IGKV1OR2-3,IG_V_pseudogene,2,97060128,97060415
ENSG00000188383,not protein coding,NA,GPAT2P2,unprocessed_pseudogene,2,97081098,97083249
ENSG00000279791,not protein coding,NA,,TEC,2,97094935,97097433
ENSG00000275655,not protein coding,NA,RN7SL313P,misc_RNA,2,97100587,97100874
ENSG00000277701,not protein coding,NA,,lncRNA,2,97281356,97291849
ENSG00000237837,not protein coding,NA,,lncRNA,2,97301729,97304151
ENSG00000271351,not protein coding,NA,IGKV1OR2-9,IG_V_pseudogene,2,97322137,97322423
ENSG00000276050,not protein coding,NA,IGKV2OR2-10,IG_V_pseudogene,2,97331533,97331843
ENSG00000271015,not protein coding,NA,IGKV2OR2-7D,IG_V_pseudogene,2,97335671,97335974
ENSG00000270252,not protein coding,NA,IGKV3OR2-5,IG_V_pseudogene,2,97348899,97349179
ENSG00000271569,not protein coding,NA,IGKV1OR2-6,IG_V_pseudogene,2,97355059,97355335
ENSG00000270450,not protein coding,NA,IGKV2OR2-7,IG_V_pseudogene,2,97372532,97372835
ENSG00000278537,not protein coding,NA,IGKV2OR2-8,IG_V_pseudogene,2,97376674,97376973
ENSG00000270187,not protein coding,NA,IGKV1OR2-11,IG_V_pseudogene,2,97386082,97386368
ENSG00000230606,not protein coding,NA,APPAT,lncRNA,2,97416165,97433527
ENSG00000278766,not protein coding,NA,,lncRNA,2,97421075,97434847
ENSG00000235833,not protein coding,NA,,processed_pseudogene,2,97523949,97524976
ENSG00000286036,not protein coding,NA,,lncRNA,2,97618638,97638417
ENSG00000228970,not protein coding,NA,UBTFL6,unprocessed_pseudogene,2,97636780,97637803
ENSG00000201806,not protein coding,124900516,RNU4-8P,snRNA,2,97664591,97664731
ENSG00000235734,not protein coding,NA,HMGN1P36,processed_pseudogene,2,97827248,97827545
ENSG00000238719,not protein coding,NA,RNU7-96P,snRNA,2,97913054,97913117
ENSG00000168658,rare,200403,VWA3B,protein_coding,2,98087116,98313299
ENSG00000231635,not protein coding,NA,ATP5F1BP1,processed_pseudogene,2,98206151,98207724
ENSG00000222000,not protein coding,NA,,lncRNA,2,98331389,98356005
ENSG00000144191,rare,1261,CNGA3,protein_coding,2,98346188,98398601
ENSG00000227987,not protein coding,NA,,lncRNA,2,98346995,98351140
ENSG00000236564,not protein coding,NA,YWHAQP5,processed_pseudogene,2,98694109,98695490
ENSG00000226791,not protein coding,NA,LINC02611,lncRNA,2,98761098,98775361
ENSG00000201070,not protein coding,NA,RNU4-84P,snRNA,2,98782410,98782548
ENSG00000238830,not protein coding,NA,RNU7-46P,snRNA,2,98840675,98840736
ENSG00000231822,not protein coding,NA,SMC3P1,processed_pseudogene,2,99102018,99102752
ENSG00000273155,rare,NA,,protein_coding,2,99154998,99195298
ENSG00000273306,not protein coding,NA,,lncRNA,2,99405218,99405843
ENSG00000230393,not protein coding,NA,,lncRNA,2,100104919,100107504
ENSG00000232084,not protein coding,150577,LINC01104,lncRNA,2,100208254,100251484
ENSG00000170500,rare,164832,LONRF2,protein_coding,2,100271875,100322501
ENSG00000269383,not protein coding,NA,CYCSP7,processed_pseudogene,2,100370255,100370545
ENSG00000270699,not protein coding,NA,,processed_pseudogene,2,100377421,100377532
ENSG00000238029,not protein coding,NA,RALBP1P2,processed_pseudogene,2,100425348,100426107
ENSG00000204640,rare,129521,NMS,protein_coding,2,100470482,100483280
ENSG00000204637,not protein coding,NA,ARPP19P2,processed_pseudogene,2,100509277,100509612
ENSG00000227259,not protein coding,NA,HMGN2P22,processed_pseudogene,2,100591150,100591324
ENSG00000234988,not protein coding,NA,LINC01849,lncRNA,2,100603752,100611560
ENSG00000287832,not protein coding,NA,,lncRNA,2,100642444,100652567
ENSG00000226034,not protein coding,NA,NANOGNBP1,processed_pseudogene,2,100660199,100660678
ENSG00000234169,not protein coding,NA,LINC01868,lncRNA,2,100669892,100676038
ENSG00000228488,not protein coding,NA,,lncRNA,2,100722221,100722882
ENSG00000286737,not protein coding,105373508,,lncRNA,2,100739958,100747391
ENSG00000232034,not protein coding,NA,,lncRNA,2,100822661,100847220
ENSG00000230140,not protein coding,NA,NPAS2-AS1,lncRNA,2,100970767,100977766
ENSG00000223947,not protein coding,NA,,lncRNA,2,100993676,101002244
ENSG00000271532,not protein coding,NA,BBIP1P1,processed_pseudogene,2,101068378,101068656
ENSG00000272902,not protein coding,100506286,TBC1D8-AS1,lncRNA,2,101151660,101155412
ENSG00000212283,not protein coding,692205,SNORD89,snoRNA,2,101272936,101273049
ENSG00000264857,not protein coding,100847007,MIR5696,miRNA,2,101309450,101309534
ENSG00000226058,not protein coding,NA,,processed_pseudogene,2,101375587,101376055
ENSG00000196460,rare,731220,RFX8,protein_coding,2,101397359,101475112
ENSG00000223826,not protein coding,NA,LINC01870,lncRNA,2,101479390,101486822
ENSG00000237549,not protein coding,NA,RPS6P3,processed_pseudogene,2,101509530,101510222
ENSG00000232556,not protein coding,NA,PRCPP1,processed_pseudogene,2,101520834,101521976
ENSG00000286047,not protein coding,NA,,lncRNA,2,101535601,101539077
ENSG00000286101,not protein coding,105373514,,lncRNA,2,101551592,101567901
ENSG00000281162,not protein coding,NA,LINC01127,lncRNA,2,101962052,101987167
ENSG00000115590,rare,7850,IL1R2,protein_coding,2,101991960,102028544
ENSG00000287771,not protein coding,NA,,lncRNA,2,102037963,102058190
ENSG00000226925,not protein coding,112577460,IL1R1-AS1,lncRNA,2,102172621,102182108
ENSG00000115598,rare,8808,IL1RL2,protein_coding,2,102187006,102240002
ENSG00000205716,not protein coding,NA,FAM183DP,processed_pseudogene,2,102249857,102250255
ENSG00000115602,rare,9173,IL1RL1,protein_coding,2,102311502,102352037
ENSG00000236785,not protein coding,NA,SDR42E1P5,processed_pseudogene,2,102411243,102412108
ENSG00000264764,not protein coding,100616157,MIR4772,miRNA,2,102432289,102432366
ENSG00000236525,not protein coding,NA,,lncRNA,2,102433957,102435340
ENSG00000234389,not protein coding,NA,,lncRNA,2,102438713,102440475
ENSG00000180251,rare,389015,SLC9A4,protein_coding,2,102473226,102533972
ENSG00000115616,rare,6549,SLC9A2,protein_coding,2,102619553,102711355
ENSG00000277527,not protein coding,NA,LINC01796,lncRNA,2,102873183,102895780
ENSG00000224095,not protein coding,105373519,LINC01935,lncRNA,2,102967408,102984429
ENSG00000227680,not protein coding,NA,,lncRNA,2,102987323,102988565
ENSG00000229209,not protein coding,NA,,lncRNA,2,103109759,103176260
ENSG00000227623,not protein coding,NA,,processed_pseudogene,2,103275904,103276138
ENSG00000286290,not protein coding,NA,,lncRNA,2,103362082,103403712
ENSG00000236596,not protein coding,NA,CRLF3P1,processed_pseudogene,2,103494241,103495842
ENSG00000221849,not protein coding,NA,,processed_pseudogene,2,103527620,103529261
ENSG00000231723,not protein coding,NA,CAPZBP1,processed_pseudogene,2,103623630,103623830
ENSG00000232597,not protein coding,NA,,lncRNA,2,103855829,103869651
ENSG00000236141,not protein coding,NA,,lncRNA,2,103856970,103880209
ENSG00000256637,not protein coding,NA,LINC01965,lncRNA,2,103874236,104101537
ENSG00000273515,not protein coding,NA,,misc_RNA,2,103953098,103953284
ENSG00000228968,not protein coding,NA,,lncRNA,2,104125268,104147229
ENSG00000233955,not protein coding,NA,AHCYP3,processed_pseudogene,2,104395002,104396280
ENSG00000227157,not protein coding,NA,,lncRNA,2,104406471,104416720
ENSG00000225765,not protein coding,NA,LINC01831,lncRNA,2,104412145,104414195
ENSG00000287793,not protein coding,NA,,lncRNA,2,104423039,104429454
ENSG00000235597,not protein coding,NA,LINC01102,lncRNA,2,104430130,104532747
ENSG00000234781,not protein coding,101927360,LINC01103,lncRNA,2,104488458,104510509
ENSG00000231626,not protein coding,NA,,lncRNA,2,104580821,104581890
ENSG00000236109,not protein coding,105373525,,lncRNA,2,104583138,104621767
ENSG00000288565,not protein coding,NA,,lncRNA,2,104656135,104722966
ENSG00000230690,not protein coding,105373526,,lncRNA,2,104659337,104666858
ENSG00000225669,not protein coding,NA,RPL23AP27,processed_pseudogene,2,104678223,104678673
ENSG00000228528,not protein coding,101927383,,lncRNA,2,104702650,104705813
ENSG00000279904,not protein coding,NA,,TEC,2,104706612,104707506
ENSG00000207249,not protein coding,124900520,,snoRNA,2,104733234,104733362
ENSG00000234177,not protein coding,284998,LINC01114,lncRNA,2,104746638,104757719
ENSG00000213301,not protein coding,NA,HMGB3P11,processed_pseudogene,2,104771282,104771885
ENSG00000233639,not protein coding,100506421,PANTR1,lncRNA,2,104764932,104853183
ENSG00000269707,not protein coding,NA,,lncRNA,2,104853285,104927722
ENSG00000229743,not protein coding,102682016,LINC01159,lncRNA,2,104865407,104872653
ENSG00000287135,not protein coding,NA,,lncRNA,2,104928803,104936467
ENSG00000224509,not protein coding,102724691,MRPS9-AS2,lncRNA,2,104936239,105038496
ENSG00000231851,not protein coding,101927492,MRPS9-AS1,lncRNA,2,105092368,105103036
ENSG00000226508,not protein coding,105373984,LINC01918,lncRNA,2,105144113,105145424
ENSG00000272861,not protein coding,NA,,lncRNA,2,105249404,105249794
ENSG00000235319,not protein coding,NA,,lncRNA,2,105324210,105330529
ENSG00000272994,not protein coding,NA,C2orf49-DT,lncRNA,2,105333935,105337509
ENSG00000238273,not protein coding,NA,,lncRNA,2,105363038,105378839
ENSG00000287036,not protein coding,NA,LINC02946,lncRNA,2,105600703,105610487
ENSG00000287308,not protein coding,NA,,lncRNA,2,105601146,105636637
ENSG00000235522,not protein coding,NA,,lncRNA,2,105846534,105857177
ENSG00000234162,not protein coding,NA,,lncRNA,2,105874509,105962386
ENSG00000119147,rare,84417,ECRG4,protein_coding,2,106063246,106078155
ENSG00000233339,not protein coding,NA,,lncRNA,2,106179542,106183797
ENSG00000273595,not protein coding,NA,,processed_pseudogene,2,106207394,106208115
ENSG00000213295,not protein coding,NA,RPL22P10,processed_pseudogene,2,106247369,106247741
ENSG00000224061,not protein coding,NA,SRSF3P4,processed_pseudogene,2,106253231,106253717
ENSG00000230353,not protein coding,NA,RPS21P2,processed_pseudogene,2,106288803,106289053
ENSG00000233939,not protein coding,NA,RPL27AP4,processed_pseudogene,2,106304755,106305197
ENSG00000227513,not protein coding,NA,ILRUNP1,processed_pseudogene,2,106344566,106345433
ENSG00000229682,not protein coding,NA,,processed_pseudogene,2,106368209,106368876
ENSG00000235486,not protein coding,NA,ANAPC1P6,unprocessed_pseudogene,2,106369724,106378247
ENSG00000240935,not protein coding,NA,PLGLA,transcribed_unprocessed_pseudogene,2,106382171,106392864
ENSG00000237666,not protein coding,NA,,unprocessed_pseudogene,2,106470799,106477669
ENSG00000254126,rare,927,CD8B2,protein_coding,2,106487364,106544297
ENSG00000232001,not protein coding,NA,,lncRNA,2,106521563,106544297
ENSG00000231505,not protein coding,NA,,lncRNA,2,106521903,106538079
ENSG00000214199,not protein coding,NA,EEF1A1P12,processed_pseudogene,2,106697331,106698676
ENSG00000144057,rare,84620,ST6GAL2,protein_coding,2,106801600,106887108
ENSG00000238250,not protein coding,NA,ST6GAL2-IT1,lncRNA,2,106822923,106825031
ENSG00000227294,not protein coding,NA,,lncRNA,2,106834464,106841207
ENSG00000286218,not protein coding,NA,,lncRNA,2,106933739,106996534
ENSG00000229360,not protein coding,NA,PPP1R2P5,processed_pseudogene,2,106940880,106941482
ENSG00000226905,not protein coding,NA,,processed_pseudogene,2,106963193,106963674
ENSG00000229457,not protein coding,NA,LINC01789,lncRNA,2,107254691,107365873
ENSG00000225588,not protein coding,NA,,lncRNA,2,107362282,107407329
ENSG00000237880,not protein coding,105373538,LINC01885,lncRNA,2,107382715,107748270
ENSG00000224568,not protein coding,105373537,LINC01886,lncRNA,2,107529292,107556499
ENSG00000286769,not protein coding,NA,,lncRNA,2,107698737,107746941
ENSG00000232991,not protein coding,104326057,GACAT1,lncRNA,2,107754112,107822129
ENSG00000230651,not protein coding,729121,RGPD4-AS1,lncRNA,2,107823063,107826891
ENSG00000233494,not protein coding,NA,,processed_pseudogene,2,107902997,107903134
ENSG00000227270,not protein coding,NA,,unprocessed_pseudogene,2,107903964,107904241
ENSG00000237745,not protein coding,NA,RPL22P8,processed_pseudogene,2,107914948,107915286
ENSG00000235325,not protein coding,NA,SRSF3P5,processed_pseudogene,2,107920763,107921248
ENSG00000115665,rare,60482,SLC5A7,protein_coding,2,107986523,108013994
ENSG00000231221,not protein coding,107178918,LINC01593,lncRNA,2,108049200,108052755
ENSG00000229890,not protein coding,NA,ACTP1,processed_pseudogene,2,108099110,108099492
ENSG00000225328,not protein coding,NA,LINC01594,lncRNA,2,108167125,108217886
ENSG00000236877,not protein coding,NA,SETD6P1,processed_pseudogene,2,108226015,108226331
ENSG00000196228,rare,442038,SULT1C3,protein_coding,2,108239968,108265351
ENSG00000227597,not protein coding,NA,WASF1P1,processed_pseudogene,2,108276812,108277942
ENSG00000261209,not protein coding,NA,SULT1C2P2,unprocessed_pseudogene,2,108317725,108318611
ENSG00000237223,not protein coding,NA,SULT1C2P1,transcribed_unprocessed_pseudogene,2,108322353,108332357
ENSG00000271070,not protein coding,NA,GMCL1P2,processed_pseudogene,2,108367116,108367938
ENSG00000198075,rare,27233,SULT1C4,protein_coding,2,108377911,108388989
ENSG00000271284,not protein coding,NA,SMIM12P1,processed_pseudogene,2,108423612,108423885
ENSG00000214184,not protein coding,644903,GCC2-AS1,lncRNA,2,108507515,108534196
ENSG00000228763,not protein coding,106182118,LIMS1-AS1,lncRNA,2,108676795,108678601
ENSG00000233648,not protein coding,NA,,processed_pseudogene,2,108694750,108694893
ENSG00000235644,not protein coding,NA,RPL10P5,processed_pseudogene,2,108712262,108712900
ENSG00000227470,not protein coding,NA,RPL39P16,processed_pseudogene,2,108878308,108878460
ENSG00000135960,rare,10913,EDAR,protein_coding,2,108894471,108989372
ENSG00000277628,not protein coding,NA,,misc_RNA,2,109124357,109124609
ENSG00000259863,not protein coding,NA,SH3RF3-AS1,lncRNA,2,109127327,109128930
ENSG00000264934,not protein coding,100422863,MIR4265,miRNA,2,109141490,109141588
ENSG00000228551,not protein coding,NA,SNRPGP9,processed_pseudogene,2,109251422,109251646
ENSG00000265965,not protein coding,100423027,MIR4266,miRNA,2,109313571,109313625
ENSG00000237916,not protein coding,NA,RPL37P12,processed_pseudogene,2,109552536,109552846
ENSG00000230696,not protein coding,NA,,lncRNA,2,109594693,109605698
ENSG00000230603,not protein coding,NA,,processed_pseudogene,2,109665209,109665742
ENSG00000231099,not protein coding,NA,BMS1P19,processed_pseudogene,2,109667128,109668002
ENSG00000233307,not protein coding,NA,SRSF3P6,processed_pseudogene,2,109732731,109733136
ENSG00000233707,not protein coding,NA,RPL22P11,processed_pseudogene,2,109737139,109737523
ENSG00000282033,not protein coding,105373553,,lncRNA,2,109758799,109760364
ENSG00000015568,rare,84220,RGPD5,protein_coding,2,109792758,109857705
ENSG00000256977,rare,96626,LIMS3,protein_coding,2,109898428,109925625
ENSG00000284337,rare,NA,,protein_coding,2,109898432,109968557
ENSG00000186148,not protein coding,NA,,transcribed_unprocessed_pseudogene,2,109947672,109974085
ENSG00000283684,not protein coding,NA,,lncRNA,2,109937438,109985124
ENSG00000240069,not protein coding,NA,GPAA1P1,transcribed_processed_pseudogene,2,109984058,109984988
ENSG00000225108,not protein coding,NA,ZBTB45P1,processed_pseudogene,2,109986939,109988394
ENSG00000204588,not protein coding,440894,LINC01123,lncRNA,2,109987063,109996140
ENSG00000235721,not protein coding,NA,,processed_pseudogene,2,110007675,110010783
ENSG00000229730,not protein coding,NA,,processed_pseudogene,2,110012265,110012601
ENSG00000283283,not protein coding,NA,,unprocessed_pseudogene,2,110022447,110050064
ENSG00000265682,not protein coding,100422994,MIR4267,miRNA,2,110069961,110070042
ENSG00000144063,rare,7851,MALL,protein_coding,2,110083870,110116022
ENSG00000264979,not protein coding,100616123,MIR4436B1,miRNA,2,110086433,110086523
ENSG00000233370,not protein coding,NA,ACTR1AP1,processed_pseudogene,2,110184054,110185179
ENSG00000261760,not protein coding,NA,,transcribed_unprocessed_pseudogene,2,110245756,110272050
ENSG00000282304,not protein coding,NA,,lncRNA,2,110245591,110285856
ENSG00000282785,not protein coding,NA,MALLP1,transcribed_unprocessed_pseudogene,2,110279606,110285681
ENSG00000263881,not protein coding,100847033,MIR4436B2,miRNA,2,110284853,110284943
ENSG00000283167,not protein coding,NA,,unprocessed_pseudogene,2,110321402,110348941
ENSG00000226991,not protein coding,NA,,processed_pseudogene,2,110358790,110359126
ENSG00000230650,not protein coding,NA,,processed_pseudogene,2,110360608,110363737
ENSG00000175772,not protein coding,NA,LINC01106,lncRNA,2,110375138,110384442
ENSG00000226065,not protein coding,NA,ZBTB45P2,processed_pseudogene,2,110383112,110384642
ENSG00000230596,not protein coding,NA,GPAA1P2,transcribed_processed_pseudogene,2,110386377,110388163
ENSG00000273471,not protein coding,NA,,lncRNA,2,110386411,110433673
ENSG00000184115,not protein coding,NA,,transcribed_unprocessed_pseudogene,2,110397406,110423834
ENSG00000257207,rare,NA,,protein_coding,2,110402934,110473075
ENSG00000256671,rare,100288695,LIMS4,protein_coding,2,110445883,110473075
ENSG00000227574,not protein coding,NA,,lncRNA,2,110449242,110451064
ENSG00000231583,not protein coding,NA,,unprocessed_pseudogene,2,110500100,110500235
ENSG00000183054,rare,729540,RGPD6,protein_coding,2,110513802,110610840
ENSG00000231536,not protein coding,NA,,lncRNA,2,110610916,110612404
ENSG00000216867,not protein coding,NA,RPL22P12,processed_pseudogene,2,110633947,110634333
ENSG00000235881,not protein coding,NA,,lncRNA,2,110709575,110716595
ENSG00000236330,not protein coding,NA,RPL5P9,processed_pseudogene,2,110967834,110968719
ENSG00000172965,not protein coding,541471,MIR4435-2HG,lncRNA,2,111006015,111523376
ENSG00000204581,not protein coding,400997,ACOXL-AS1,lncRNA,2,111098345,111116407
ENSG00000230499,not protein coding,NA,,lncRNA,2,111195963,111206494
ENSG00000227992,not protein coding,NA,,processed_pseudogene,2,111203964,111206215
ENSG00000271590,not protein coding,NA,,lncRNA,2,111210995,111212476
ENSG00000229118,not protein coding,NA,,lncRNA,2,111265283,111279880
ENSG00000270190,not protein coding,NA,,lncRNA,2,111266868,111267473
ENSG00000226928,not protein coding,NA,RPS14P4,processed_pseudogene,2,111295629,111296046
ENSG00000266139,not protein coding,100616341,MIR4435-2,miRNA,2,111321013,111321086
ENSG00000223973,not protein coding,NA,PAFAH1B1P2,transcribed_processed_pseudogene,2,111383752,111384992
ENSG00000285016,not protein coding,NA,,lncRNA,2,111429324,111699033
ENSG00000280878,not protein coding,NA,,lncRNA,2,111468810,111637967
ENSG00000240350,not protein coding,NA,SOCAR,lncRNA,2,111491272,111570974
ENSG00000271635,not protein coding,NA,DBF4P2,processed_pseudogene,2,111558413,111559937
ENSG00000225744,not protein coding,NA,,lncRNA,2,111607841,111612518
ENSG00000237583,not protein coding,NA,RPL34P8,processed_pseudogene,2,111675026,111675343
ENSG00000227842,not protein coding,NA,,processed_pseudogene,2,111717508,111717837
ENSG00000228615,not protein coding,NA,CENPNP2,processed_pseudogene,2,111742586,111744662
ENSG00000266063,not protein coding,100616165,MIR4771-2,miRNA,2,111771061,111771134
ENSG00000230958,not protein coding,NA,,processed_pseudogene,2,111865798,111866405
ENSG00000236307,not protein coding,NA,EEF1E1P1,processed_pseudogene,2,111887914,111888741
ENSG00000240183,not protein coding,NA,RN7SL297P,misc_RNA,2,111930175,111930467
ENSG00000225496,not protein coding,NA,RTRAFP1,processed_pseudogene,2,111940302,111941036
ENSG00000232277,not protein coding,NA,SLC30A6P1,processed_pseudogene,2,111952144,111952671
ENSG00000286904,not protein coding,NA,,lncRNA,2,112039378,112055337
ENSG00000287141,not protein coding,NA,,lncRNA,2,112061084,112063709
ENSG00000144152,rare,129804,FBLN7,protein_coding,2,112138385,112188218
ENSG00000278962,not protein coding,NA,,TEC,2,112188364,112190635
ENSG00000286545,not protein coding,NA,,lncRNA,2,112239621,112244375
ENSG00000235258,not protein coding,NA,NDUFB4P6,processed_pseudogene,2,112286057,112286422
ENSG00000236555,not protein coding,NA,,processed_pseudogene,2,112346011,112346258
ENSG00000283698,not protein coding,NA,VINAC1P,transcribed_unitary_pseudogene,2,112439312,112469687
ENSG00000207383,not protein coding,NA,,misc_RNA,2,112579484,112579584
ENSG00000243389,not protein coding,NA,,lncRNA,2,112589040,112614431
ENSG00000228251,not protein coding,NA,,lncRNA,2,112590796,112591939
