AM-MDM-Mtb,MDM-IFN,ensembl_gene_id,symbol
AM,IFNg,ENSG00000179021,C3orf38
AM,IFNg,ENSG00000179165,PXT1
AM,IFNg,ENSG00000179409,GEMIN4
AM,IFNg,ENSG00000180304,OAZ2
AM,IFNg,ENSG00000181610,MRPS23
AM,IFNg,ENSG00000182768,NGRN
AM,IFNg,ENSG00000183486,MX2
AM,IFNg,ENSG00000184182,UBE2F
AM,IFNg,ENSG00000184675,AMER1
AM,IFNg,ENSG00000185404,SP140L
AM,IFNg,ENSG00000185561,TLCD2
AM,IFNg,ENSG00000185614,INKA1
AM,IFNg,ENSG00000185722,ANKFY1
AM,IFNg,ENSG00000185880,TRIM69
AM,IFNg,ENSG00000186063,AIDA
AM,IFNg,ENSG00000186141,POLR3C
AM,IFNg,ENSG00000186230,ZNF749
AM,IFNg,ENSG00000187257,RSBN1L
AM,IFNg,ENSG00000187260,WDR86
AM,IFNg,ENSG00000187605,TET3
AM,IFNg,ENSG00000188282,RUFY4
AM,IFNg,ENSG00000196092,PAX5
AM,IFNg,ENSG00000196141,SPATS2L
AM,IFNg,ENSG00000196247,ZNF107
AM,IFNg,ENSG00000196358,NTNG2
AM,IFNg,ENSG00000196369,SRGAP2B
AM,IFNg,ENSG00000196550,FAM72A
AM,IFNg,ENSG00000196684,HSH2D
AM,IFNg,ENSG00000196911,KPNA5
AM,IFNg,ENSG00000198010,DLGAP2
AM,IFNg,ENSG00000198087,CD2AP
AM,IFNg,ENSG00000198231,DDX42
AM,IFNg,ENSG00000198771,RCSD1
AM,IFNg,ENSG00000198792,TMEM184B
AM,IFNg,ENSG00000204025,TRPC5OS
AM,IFNg,ENSG00000204217,BMPR2
AM,IFNg,ENSG00000204237,OXLD1
AM,IFNg,ENSG00000204264,PSMB8
AM,IFNg,ENSG00000204516,MICB
AM,IFNg,ENSG00000204520,MICA
AM,IFNg,ENSG00000204592,HLA-E
AM,IFNg,ENSG00000204616,TRIM31
AM,IFNg,ENSG00000204872,NAT8B
AM,IFNg,ENSG00000205045,SLFN12L
AM,IFNg,ENSG00000205413,SAMD9
AM,IFNg,ENSG00000205730,ITPRIPL2
AM,IFNg,ENSG00000211460,TSN
AM,IFNg,ENSG00000213064,SFT2D2
AM,IFNg,ENSG00000213588,ZBTB9
AM,IFNg,ENSG00000213923,CSNK1E
AM,IFNg,ENSG00000214226,C17orf67
AM,IFNg,ENSG00000214872,SMTNL1
AM,IFNg,ENSG00000237988,OR2I1P
AM,IFNg,ENSG00000239713,APOBEC3G
AM,IFNg,ENSG00000240065,PSMB9
AM,IFNg,ENSG00000240857,RDH14
AM,IFNg,ENSG00000243414,TICAM2
AM,IFNg,ENSG00000243649,CFB
AM,IFNg,ENSG00000255690,TRIL
AM,IFNg,ENSG00000255833,TIFAB
AM,IFNg,ENSG00000259330,INAFM2
AM,IFNg,ENSG00000284024,MSANTD7
MDM,IFNA8,ENSG00000000419,DPM1
MDM,IFNA8,ENSG00000001036,FUCA2
MDM,IFNA8,ENSG00000001084,GCLC
MDM,IFNA8,ENSG00000001461,NIPAL3
MDM,IFNA8,ENSG00000001629,ANKIB1
MDM,IFNA8,ENSG00000002330,BAD
MDM,IFNA8,ENSG00000002587,HS3ST1
MDM,IFNA8,ENSG00000003096,KLHL13
MDM,IFNA8,ENSG00000003393,ALS2
MDM,IFNA8,ENSG00000003400,CASP10
MDM,IFNA8,ENSG00000004487,KDM1A
MDM,IFNA8,ENSG00000004766,VPS50
MDM,IFNA8,ENSG00000004838,ZMYND10
MDM,IFNA8,ENSG00000005020,SKAP2
MDM,IFNA8,ENSG00000005175,RPAP3
MDM,IFNA8,ENSG00000005194,CIAPIN1
MDM,IFNA8,ENSG00000005238,ATOSB
MDM,IFNA8,ENSG00000005469,CROT
MDM,IFNA8,ENSG00000005483,KMT2E
MDM,IFNA8,ENSG00000005810,MYCBP2
MDM,IFNA8,ENSG00000005882,PDK2
MDM,IFNA8,ENSG00000006007,GDE1
MDM,IFNA8,ENSG00000006025,OSBPL7
MDM,IFNA8,ENSG00000006118,TMEM132A
MDM,IFNA8,ENSG00000006459,KDM7A
MDM,IFNA8,ENSG00000006534,ALDH3B1
MDM,IFNA8,ENSG00000006607,FARP2
MDM,IFNA8,ENSG00000006712,PAF1
MDM,IFNA8,ENSG00000007168,PAFAH1B1
MDM,IFNA8,ENSG00000007541,PIGQ
MDM,IFNA8,ENSG00000007923,DNAJC11
MDM,IFNA8,ENSG00000007968,E2F2
MDM,IFNA8,ENSG00000008394,MGST1
MDM,IFNA8,ENSG00000008513,ST3GAL1
MDM,IFNA8,ENSG00000008517,IL32
MDM,IFNA8,ENSG00000009780,FAM76A
MDM,IFNA8,ENSG00000010017,RANBP9
MDM,IFNA8,ENSG00000010278,CD9
MDM,IFNA8,ENSG00000010292,NCAPD2
MDM,IFNA8,ENSG00000010322,NISCH
MDM,IFNA8,ENSG00000010671,BTK
MDM,IFNA8,ENSG00000010704,HFE
MDM,IFNA8,ENSG00000011009,LYPLA2
MDM,IFNA8,ENSG00000011021,CLCN6
MDM,IFNA8,ENSG00000011028,MRC2
MDM,IFNA8,ENSG00000011201,ANOS1
MDM,IFNA8,ENSG00000011258,MBTD1
MDM,IFNA8,ENSG00000011638,LDAF1
MDM,IFNA8,ENSG00000012124,CD22
MDM,IFNA8,ENSG00000012660,ELOVL5
MDM,IFNA8,ENSG00000012822,CALCOCO1
MDM,IFNA8,ENSG00000012963,UBR7
MDM,IFNA8,ENSG00000012983,MAP4K5
MDM,IFNA8,ENSG00000013016,EHD3
MDM,IFNA8,ENSG00000013364,MVP
MDM,IFNA8,ENSG00000014919,COX15
MDM,IFNA8,ENSG00000015133,CCDC88C
MDM,IFNA8,ENSG00000015171,ZMYND11
MDM,IFNA8,ENSG00000015285,WAS
MDM,IFNA8,ENSG00000015479,MATR3
MDM,IFNA8,ENSG00000016864,GLT8D1
MDM,IFNA8,ENSG00000017797,RALBP1
MDM,IFNA8,ENSG00000018280,SLC11A1
MDM,IFNA8,ENSG00000018510,AGPS
MDM,IFNA8,ENSG00000018699,TTC27
MDM,IFNA8,ENSG00000019991,HGF
MDM,IFNA8,ENSG00000020129,NCDN
MDM,IFNA8,ENSG00000020577,SAMD4A
MDM,IFNA8,ENSG00000021355,SERPINB1
MDM,IFNA8,ENSG00000022567,SLC45A4
MDM,IFNA8,ENSG00000022840,RNF10
MDM,IFNA8,ENSG00000023041,ZDHHC6
MDM,IFNA8,ENSG00000023171,GRAMD1B
MDM,IFNA8,ENSG00000023330,ALAS1
MDM,IFNA8,ENSG00000023608,SNAPC1
MDM,IFNA8,ENSG00000023902,PLEKHO1
MDM,IFNA8,ENSG00000024048,UBR2
MDM,IFNA8,ENSG00000024422,EHD2
MDM,IFNA8,ENSG00000024862,CCDC28A
MDM,IFNA8,ENSG00000025039,RRAGD
MDM,IFNA8,ENSG00000025293,PHF20
MDM,IFNA8,ENSG00000025434,NR1H3
MDM,IFNA8,ENSG00000025708,TYMP
MDM,IFNA8,ENSG00000025772,TOMM34
MDM,IFNA8,ENSG00000025800,KPNA6
MDM,IFNA8,ENSG00000026508,CD44
MDM,IFNA8,ENSG00000026950,BTN3A1
MDM,IFNA8,ENSG00000027075,PRKCH
MDM,IFNA8,ENSG00000028116,VRK2
MDM,IFNA8,ENSG00000028137,TNFRSF1B
MDM,IFNA8,ENSG00000028277,POU2F2
MDM,IFNA8,ENSG00000028528,SNX1
MDM,IFNA8,ENSG00000028839,TBPL1
MDM,IFNA8,ENSG00000029363,BCLAF1
MDM,IFNA8,ENSG00000029725,RABEP1
MDM,IFNA8,ENSG00000030419,IKZF2
MDM,IFNA8,ENSG00000031081,ARHGAP31
MDM,IFNA8,ENSG00000031823,RANBP3
MDM,IFNA8,ENSG00000032444,PNPLA6
MDM,IFNA8,ENSG00000032742,IFT88
MDM,IFNA8,ENSG00000033170,FUT8
MDM,IFNA8,ENSG00000033627,ATP6V0A1
MDM,IFNA8,ENSG00000034510,TMSB10
MDM,IFNA8,ENSG00000035862,TIMP2
MDM,IFNA8,ENSG00000036549,ZZZ3
MDM,IFNA8,ENSG00000037897,METTL1
MDM,IFNA8,ENSG00000038274,MAT2B
MDM,IFNA8,ENSG00000038358,EDC4
MDM,IFNA8,ENSG00000038382,TRIO
MDM,IFNA8,ENSG00000038427,VCAN
MDM,IFNA8,ENSG00000040199,PHLPP2
MDM,IFNA8,ENSG00000040341,STAU2
MDM,IFNA8,ENSG00000042062,RIPOR3
MDM,IFNA8,ENSG00000042286,AIFM2
MDM,IFNA8,ENSG00000042317,SPATA7
MDM,IFNA8,ENSG00000042445,RETSAT
MDM,IFNA8,ENSG00000042832,TG
MDM,IFNA8,ENSG00000043143,JADE2
MDM,IFNA8,ENSG00000044574,HSPA5
MDM,IFNA8,ENSG00000047230,CTPS2
MDM,IFNA8,ENSG00000047849,MAP4
MDM,IFNA8,ENSG00000048471,SNX29
MDM,IFNA8,ENSG00000048991,R3HDM1
MDM,IFNA8,ENSG00000049246,PER3
MDM,IFNA8,ENSG00000049323,LTBP1
MDM,IFNA8,ENSG00000049449,RCN1
MDM,IFNA8,ENSG00000049618,ARID1B
MDM,IFNA8,ENSG00000049860,HEXB
MDM,IFNA8,ENSG00000050344,NFE2L3
MDM,IFNA8,ENSG00000050438,SLC4A8
MDM,IFNA8,ENSG00000050748,MAPK9
MDM,IFNA8,ENSG00000050820,BCAR1
MDM,IFNA8,ENSG00000051128,HOMER3
MDM,IFNA8,ENSG00000051596,THOC3
MDM,IFNA8,ENSG00000052126,PLEKHA5
MDM,IFNA8,ENSG00000052749,RRP12
MDM,IFNA8,ENSG00000052795,FNIP2
MDM,IFNA8,ENSG00000053254,FOXN3
MDM,IFNA8,ENSG00000053372,MRTO4
MDM,IFNA8,ENSG00000054118,THRAP3
MDM,IFNA8,ENSG00000054277,OPN3
MDM,IFNA8,ENSG00000054282,SDCCAG8
MDM,IFNA8,ENSG00000054392,HHAT
MDM,IFNA8,ENSG00000054690,PLEKHH1
MDM,IFNA8,ENSG00000055044,NOP58
MDM,IFNA8,ENSG00000055070,SZRD1
MDM,IFNA8,ENSG00000055483,USP36
MDM,IFNA8,ENSG00000055609,KMT2C
MDM,IFNA8,ENSG00000056050,HPF1
MDM,IFNA8,ENSG00000056097,ZFR
MDM,IFNA8,ENSG00000057608,GDI2
MDM,IFNA8,ENSG00000057757,PITHD1
MDM,IFNA8,ENSG00000057935,MTA3
MDM,IFNA8,ENSG00000058091,CDK14
MDM,IFNA8,ENSG00000058262,SEC61A1
MDM,IFNA8,ENSG00000058272,PPP1R12A
MDM,IFNA8,ENSG00000058335,RASGRF1
MDM,IFNA8,ENSG00000058600,POLR3E
MDM,IFNA8,ENSG00000058866,DGKG
MDM,IFNA8,ENSG00000059573,ALDH18A1
MDM,IFNA8,ENSG00000059691,GATB
MDM,IFNA8,ENSG00000060069,CTDP1
MDM,IFNA8,ENSG00000060138,YBX3
MDM,IFNA8,ENSG00000060339,CCAR1
MDM,IFNA8,ENSG00000060558,GNA15
MDM,IFNA8,ENSG00000060749,QSER1
MDM,IFNA8,ENSG00000061273,HDAC7
MDM,IFNA8,ENSG00000061938,TNK2
MDM,IFNA8,ENSG00000062716,VMP1
MDM,IFNA8,ENSG00000063046,EIF4B
MDM,IFNA8,ENSG00000063127,SLC6A16
MDM,IFNA8,ENSG00000063244,U2AF2
MDM,IFNA8,ENSG00000063601,MTMR1
MDM,IFNA8,ENSG00000063761,ADCK1
MDM,IFNA8,ENSG00000063854,HAGH
MDM,IFNA8,ENSG00000063978,RNF4
MDM,IFNA8,ENSG00000064012,CASP8
MDM,IFNA8,ENSG00000064102,INTS13
MDM,IFNA8,ENSG00000064115,TM7SF3
MDM,IFNA8,ENSG00000064393,HIPK2
MDM,IFNA8,ENSG00000064490,RFXANK
MDM,IFNA8,ENSG00000064607,SUGP2
MDM,IFNA8,ENSG00000064652,SNX24
MDM,IFNA8,ENSG00000064655,EYA2
MDM,IFNA8,ENSG00000064763,FAR2
MDM,IFNA8,ENSG00000064932,SBNO2
MDM,IFNA8,ENSG00000064999,ANKS1A
MDM,IFNA8,ENSG00000065000,AP3D1
MDM,IFNA8,ENSG00000065029,ZNF76
MDM,IFNA8,ENSG00000065057,NTHL1
MDM,IFNA8,ENSG00000065154,OAT
MDM,IFNA8,ENSG00000065183,WDR3
MDM,IFNA8,ENSG00000065243,PKN2
MDM,IFNA8,ENSG00000065308,TRAM2
MDM,IFNA8,ENSG00000065518,NDUFB4
MDM,IFNA8,ENSG00000065526,SPEN
MDM,IFNA8,ENSG00000065802,ASB1
MDM,IFNA8,ENSG00000065923,SLC9A7
MDM,IFNA8,ENSG00000065989,PDE4A
MDM,IFNA8,ENSG00000066044,ELAVL1
MDM,IFNA8,ENSG00000066135,KDM4A
MDM,IFNA8,ENSG00000066185,ZMYND12
MDM,IFNA8,ENSG00000066336,SPI1
MDM,IFNA8,ENSG00000066427,ATXN3
MDM,IFNA8,ENSG00000066455,GOLGA5
MDM,IFNA8,ENSG00000066557,LRRC40
MDM,IFNA8,ENSG00000066583,ISOC1
MDM,IFNA8,ENSG00000066923,STAG3
MDM,IFNA8,ENSG00000066926,FECH
MDM,IFNA8,ENSG00000067057,PFKP
MDM,IFNA8,ENSG00000067208,EVI5
MDM,IFNA8,ENSG00000067225,PKM
MDM,IFNA8,ENSG00000067533,RRP15
MDM,IFNA8,ENSG00000067560,RHOA
MDM,IFNA8,ENSG00000067596,DHX8
MDM,IFNA8,ENSG00000067992,PDK3
MDM,IFNA8,ENSG00000068305,MEF2A
MDM,IFNA8,ENSG00000068400,GRIPAP1
MDM,IFNA8,ENSG00000068438,FTSJ1
MDM,IFNA8,ENSG00000068489,PRR11
MDM,IFNA8,ENSG00000068654,POLR1A
MDM,IFNA8,ENSG00000068697,LAPTM4A
MDM,IFNA8,ENSG00000068724,TTC7A
MDM,IFNA8,ENSG00000068971,PPP2R5B
MDM,IFNA8,ENSG00000069248,NUP133
MDM,IFNA8,ENSG00000069275,NUCKS1
MDM,IFNA8,ENSG00000069329,VPS35
MDM,IFNA8,ENSG00000069345,DNAJA2
MDM,IFNA8,ENSG00000069399,BCL3
MDM,IFNA8,ENSG00000070047,PHRF1
MDM,IFNA8,ENSG00000070404,FSTL3
MDM,IFNA8,ENSG00000070495,JMJD6
MDM,IFNA8,ENSG00000070501,POLB
MDM,IFNA8,ENSG00000070759,TESK2
MDM,IFNA8,ENSG00000070761,CFAP20
MDM,IFNA8,ENSG00000070808,CAMK2A
MDM,IFNA8,ENSG00000071127,WDR1
MDM,IFNA8,ENSG00000071242,RPS6KA2
MDM,IFNA8,ENSG00000071243,ING3
MDM,IFNA8,ENSG00000071462,BUD23
MDM,IFNA8,ENSG00000071859,FAM50A
MDM,IFNA8,ENSG00000071967,CYBRD1
MDM,IFNA8,ENSG00000072121,ZFYVE26
MDM,IFNA8,ENSG00000072135,PTPN18
MDM,IFNA8,ENSG00000072274,TFRC
MDM,IFNA8,ENSG00000072310,SREBF1
MDM,IFNA8,ENSG00000072422,RHOBTB1
MDM,IFNA8,ENSG00000072518,MARK2
MDM,IFNA8,ENSG00000072609,CHFR
MDM,IFNA8,ENSG00000072682,P4HA2
MDM,IFNA8,ENSG00000072736,NFATC3
MDM,IFNA8,ENSG00000072803,FBXW11
MDM,IFNA8,ENSG00000072952,IRAG1
MDM,IFNA8,ENSG00000072958,AP1M1
MDM,IFNA8,ENSG00000073050,XRCC1
MDM,IFNA8,ENSG00000073060,SCARB1
MDM,IFNA8,ENSG00000073111,MCM2
MDM,IFNA8,ENSG00000073331,ALPK1
MDM,IFNA8,ENSG00000073417,PDE8A
MDM,IFNA8,ENSG00000073578,SDHA
MDM,IFNA8,ENSG00000073737,DHRS9
MDM,IFNA8,ENSG00000073849,ST6GAL1
MDM,IFNA8,ENSG00000073910,FRY
MDM,IFNA8,ENSG00000073921,PICALM
MDM,IFNA8,ENSG00000073969,NSF
MDM,IFNA8,ENSG00000074181,NOTCH3
MDM,IFNA8,ENSG00000074201,CLNS1A
MDM,IFNA8,ENSG00000074696,HACD3
MDM,IFNA8,ENSG00000074755,ZZEF1
MDM,IFNA8,ENSG00000074964,ARHGEF10L
MDM,IFNA8,ENSG00000075142,SRI
MDM,IFNA8,ENSG00000075151,EIF4G3
MDM,IFNA8,ENSG00000075223,SEMA3C
MDM,IFNA8,ENSG00000075234,TTC38
MDM,IFNA8,ENSG00000075240,GRAMD4
MDM,IFNA8,ENSG00000075292,ZNF638
MDM,IFNA8,ENSG00000075391,RASAL2
MDM,IFNA8,ENSG00000075426,FOSL2
MDM,IFNA8,ENSG00000075826,SEC31B
MDM,IFNA8,ENSG00000075856,SART3
MDM,IFNA8,ENSG00000076003,MCM6
MDM,IFNA8,ENSG00000076067,RBMS2
MDM,IFNA8,ENSG00000076258,FMO4
MDM,IFNA8,ENSG00000076351,SLC46A1
MDM,IFNA8,ENSG00000076641,PAG1
MDM,IFNA8,ENSG00000077097,TOP2B
MDM,IFNA8,ENSG00000077235,GTF3C1
MDM,IFNA8,ENSG00000077238,IL4R
MDM,IFNA8,ENSG00000077348,EXOSC5
MDM,IFNA8,ENSG00000077454,LRCH4
MDM,IFNA8,ENSG00000077522,ACTN2
MDM,IFNA8,ENSG00000077984,CST7
MDM,IFNA8,ENSG00000078070,MCCC1
MDM,IFNA8,ENSG00000078098,FAP
MDM,IFNA8,ENSG00000078369,GNB1
MDM,IFNA8,ENSG00000078487,ZCWPW1
MDM,IFNA8,ENSG00000078668,VDAC3
MDM,IFNA8,ENSG00000078674,PCM1
MDM,IFNA8,ENSG00000078687,TNRC6C
MDM,IFNA8,ENSG00000078699,CBFA2T2
MDM,IFNA8,ENSG00000078747,ITCH
MDM,IFNA8,ENSG00000078808,SDF4
MDM,IFNA8,ENSG00000079215,SLC1A3
MDM,IFNA8,ENSG00000079257,LXN
MDM,IFNA8,ENSG00000079308,TNS1
MDM,IFNA8,ENSG00000079332,SAR1A
MDM,IFNA8,ENSG00000079335,CDC14A
MDM,IFNA8,ENSG00000079459,FDFT1
MDM,IFNA8,ENSG00000079616,KIF22
MDM,IFNA8,ENSG00000079785,DDX1
MDM,IFNA8,ENSG00000079819,EPB41L2
MDM,IFNA8,ENSG00000079950,STX7
MDM,IFNA8,ENSG00000079974,RABL2B
MDM,IFNA8,ENSG00000080200,CRYBG3
MDM,IFNA8,ENSG00000080293,SCTR
MDM,IFNA8,ENSG00000080573,COL5A3
MDM,IFNA8,ENSG00000080603,SRCAP
MDM,IFNA8,ENSG00000080608,PUM3
MDM,IFNA8,ENSG00000081154,PCNP
MDM,IFNA8,ENSG00000081177,EXD2
MDM,IFNA8,ENSG00000081189,MEF2C
MDM,IFNA8,ENSG00000081791,DELE1
MDM,IFNA8,ENSG00000082014,SMARCD3
MDM,IFNA8,ENSG00000082146,STRADB
MDM,IFNA8,ENSG00000082153,BZW1
MDM,IFNA8,ENSG00000082213,C5orf22
MDM,IFNA8,ENSG00000082269,FAM135A
MDM,IFNA8,ENSG00000082397,EPB41L3
MDM,IFNA8,ENSG00000082898,XPO1
MDM,IFNA8,ENSG00000083097,DOP1A
MDM,IFNA8,ENSG00000083223,TUT7
MDM,IFNA8,ENSG00000083312,TNPO1
MDM,IFNA8,ENSG00000083444,PLOD1
MDM,IFNA8,ENSG00000083520,DIS3
MDM,IFNA8,ENSG00000083642,PDS5B
MDM,IFNA8,ENSG00000083814,ZNF671
MDM,IFNA8,ENSG00000083844,ZNF264
MDM,IFNA8,ENSG00000083896,YTHDC1
MDM,IFNA8,ENSG00000084093,REST
MDM,IFNA8,ENSG00000084112,SSH1
MDM,IFNA8,ENSG00000084463,WBP11
MDM,IFNA8,ENSG00000084623,EIF3I
MDM,IFNA8,ENSG00000084710,EFR3B
MDM,IFNA8,ENSG00000084731,KIF3C
MDM,IFNA8,ENSG00000084754,HADHA
MDM,IFNA8,ENSG00000085185,BCORL1
MDM,IFNA8,ENSG00000085449,WDFY1
MDM,IFNA8,ENSG00000085514,PILRA
MDM,IFNA8,ENSG00000085662,AKR1B1
MDM,IFNA8,ENSG00000085760,MTIF2
MDM,IFNA8,ENSG00000085832,EPS15
MDM,IFNA8,ENSG00000086102,NFX1
MDM,IFNA8,ENSG00000086189,DIMT1
MDM,IFNA8,ENSG00000086232,EIF2AK1
MDM,IFNA8,ENSG00000086300,SNX10
MDM,IFNA8,ENSG00000086504,MRPL28
MDM,IFNA8,ENSG00000086570,FAT2
MDM,IFNA8,ENSG00000086598,TMED2
MDM,IFNA8,ENSG00000087008,ACOX3
MDM,IFNA8,ENSG00000087085,ACHE
MDM,IFNA8,ENSG00000087095,NLK
MDM,IFNA8,ENSG00000087152,ATXN7L3
MDM,IFNA8,ENSG00000087206,UIMC1
MDM,IFNA8,ENSG00000087274,ADD1
MDM,IFNA8,ENSG00000087299,L2HGDH
MDM,IFNA8,ENSG00000087903,RFX2
MDM,IFNA8,ENSG00000088035,ALG6
MDM,IFNA8,ENSG00000088179,PTPN4
MDM,IFNA8,ENSG00000088205,DDX18
MDM,IFNA8,ENSG00000088247,KHSRP
MDM,IFNA8,ENSG00000088812,ATRN
MDM,IFNA8,ENSG00000088826,SMOX
MDM,IFNA8,ENSG00000088833,NSFL1C
MDM,IFNA8,ENSG00000088836,SLC4A11
MDM,IFNA8,ENSG00000088854,DNAAF9
MDM,IFNA8,ENSG00000088876,ZNF343
MDM,IFNA8,ENSG00000088888,MAVS
MDM,IFNA8,ENSG00000088930,XRN2
MDM,IFNA8,ENSG00000088970,KIZ
MDM,IFNA8,ENSG00000088992,TESC
MDM,IFNA8,ENSG00000089041,P2RX7
MDM,IFNA8,ENSG00000089048,ESF1
MDM,IFNA8,ENSG00000089053,ANAPC5
MDM,IFNA8,ENSG00000089057,SLC23A2
MDM,IFNA8,ENSG00000089060,SLC8B1
MDM,IFNA8,ENSG00000089091,DZANK1
MDM,IFNA8,ENSG00000089127,OAS1
MDM,IFNA8,ENSG00000089157,RPLP0
MDM,IFNA8,ENSG00000089163,SIRT4
MDM,IFNA8,ENSG00000089177,KIF16B
MDM,IFNA8,ENSG00000089248,ERP29
MDM,IFNA8,ENSG00000089280,FUS
MDM,IFNA8,ENSG00000089289,IGBP1
MDM,IFNA8,ENSG00000089327,FXYD5
MDM,IFNA8,ENSG00000089639,GMIP
MDM,IFNA8,ENSG00000089737,DDX24
MDM,IFNA8,ENSG00000089775,ZBTB25
MDM,IFNA8,ENSG00000089818,NECAP1
MDM,IFNA8,ENSG00000089820,ARHGAP4
MDM,IFNA8,ENSG00000089876,DHX32
MDM,IFNA8,ENSG00000090006,LTBP4
MDM,IFNA8,ENSG00000090013,BLVRB
MDM,IFNA8,ENSG00000090104,RGS1
MDM,IFNA8,ENSG00000090238,YPEL3
MDM,IFNA8,ENSG00000090316,MAEA
MDM,IFNA8,ENSG00000090487,SPG21
MDM,IFNA8,ENSG00000090520,DNAJB11
MDM,IFNA8,ENSG00000090615,GOLGA3
MDM,IFNA8,ENSG00000090661,CERS4
MDM,IFNA8,ENSG00000090674,MCOLN1
MDM,IFNA8,ENSG00000090857,PDPR
MDM,IFNA8,ENSG00000090863,GLG1
MDM,IFNA8,ENSG00000091073,DTX2
MDM,IFNA8,ENSG00000091157,WDR7
MDM,IFNA8,ENSG00000091436,MAP3K20
MDM,IFNA8,ENSG00000091527,CDV3
MDM,IFNA8,ENSG00000091592,NLRP1
MDM,IFNA8,ENSG00000091732,ZC3HC1
MDM,IFNA8,ENSG00000091831,ESR1
MDM,IFNA8,ENSG00000092020,PPP2R3C
MDM,IFNA8,ENSG00000092067,CEBPE
MDM,IFNA8,ENSG00000092068,SLC7A8
MDM,IFNA8,ENSG00000092470,WDR76
MDM,IFNA8,ENSG00000092820,EZR
MDM,IFNA8,ENSG00000092841,MYL6
MDM,IFNA8,ENSG00000092964,DPYSL2
MDM,IFNA8,ENSG00000093144,ECHDC1
MDM,IFNA8,ENSG00000094880,CDC23
MDM,IFNA8,ENSG00000095015,MAP3K1
MDM,IFNA8,ENSG00000095209,TMEM38B
MDM,IFNA8,ENSG00000095261,PSMD5
MDM,IFNA8,ENSG00000095321,CRAT
MDM,IFNA8,ENSG00000095380,NANS
MDM,IFNA8,ENSG00000095397,WHRN
MDM,IFNA8,ENSG00000095585,BLNK
MDM,IFNA8,ENSG00000095739,BAMBI
MDM,IFNA8,ENSG00000096092,TMEM14A
MDM,IFNA8,ENSG00000096093,EFHC1
MDM,IFNA8,ENSG00000096872,IFT74
MDM,IFNA8,ENSG00000097007,ABL1
MDM,IFNA8,ENSG00000097096,SYDE2
MDM,IFNA8,ENSG00000099250,NRP1
MDM,IFNA8,ENSG00000099290,WASHC2A
MDM,IFNA8,ENSG00000099326,MZF1
MDM,IFNA8,ENSG00000099797,TECR
MDM,IFNA8,ENSG00000099875,MKNK2
MDM,IFNA8,ENSG00000099899,TRMT2A
MDM,IFNA8,ENSG00000099901,RANBP1
MDM,IFNA8,ENSG00000099940,SNAP29
MDM,IFNA8,ENSG00000099942,CRKL
MDM,IFNA8,ENSG00000099991,CABIN1
MDM,IFNA8,ENSG00000100029,PES1
MDM,IFNA8,ENSG00000100084,HIRA
MDM,IFNA8,ENSG00000100092,SH3BP1
MDM,IFNA8,ENSG00000100099,HPS4
MDM,IFNA8,ENSG00000100100,PIK3IP1
MDM,IFNA8,ENSG00000100122,CRYBB1
MDM,IFNA8,ENSG00000100124,ANKRD54
MDM,IFNA8,ENSG00000100139,MICALL1
MDM,IFNA8,ENSG00000100151,PICK1
MDM,IFNA8,ENSG00000100154,TTC28
MDM,IFNA8,ENSG00000100167,SEPTIN3
MDM,IFNA8,ENSG00000100201,DDX17
MDM,IFNA8,ENSG00000100216,TOMM22
MDM,IFNA8,ENSG00000100227,POLDIP3
MDM,IFNA8,ENSG00000100241,SBF1
MDM,IFNA8,ENSG00000100266,PACSIN2
MDM,IFNA8,ENSG00000100280,AP1B1
MDM,IFNA8,ENSG00000100281,HMGXB4
MDM,IFNA8,ENSG00000100284,TOM1
MDM,IFNA8,ENSG00000100297,MCM5
MDM,IFNA8,ENSG00000100307,CBX7
MDM,IFNA8,ENSG00000100348,TXN2
MDM,IFNA8,ENSG00000100350,FOXRED2
MDM,IFNA8,ENSG00000100364,KIAA0930
MDM,IFNA8,ENSG00000100368,CSF2RB
MDM,IFNA8,ENSG00000100376,FAM118A
MDM,IFNA8,ENSG00000100393,EP300
MDM,IFNA8,ENSG00000100401,RANGAP1
MDM,IFNA8,ENSG00000100403,ZC3H7B
MDM,IFNA8,ENSG00000100441,KHNYN
MDM,IFNA8,ENSG00000100462,PRMT5
MDM,IFNA8,ENSG00000100485,SOS2
MDM,IFNA8,ENSG00000100504,PYGL
MDM,IFNA8,ENSG00000100554,ATP6V1D
MDM,IFNA8,ENSG00000100596,SPTLC2
MDM,IFNA8,ENSG00000100629,CEP128
MDM,IFNA8,ENSG00000100664,EIF5
MDM,IFNA8,ENSG00000100678,SLC8A3
MDM,IFNA8,ENSG00000100764,PSMC1
MDM,IFNA8,ENSG00000100796,PPP4R3A
MDM,IFNA8,ENSG00000100811,YY1
MDM,IFNA8,ENSG00000100813,ACIN1
MDM,IFNA8,ENSG00000100865,CINP
MDM,IFNA8,ENSG00000100890,PRORP
MDM,IFNA8,ENSG00000100897,DCAF11
MDM,IFNA8,ENSG00000100911,PSME2
MDM,IFNA8,ENSG00000100994,PYGB
MDM,IFNA8,ENSG00000100997,ABHD12
MDM,IFNA8,ENSG00000101004,NINL
MDM,IFNA8,ENSG00000101019,UQCC1
MDM,IFNA8,ENSG00000101079,NDRG3
MDM,IFNA8,ENSG00000101084,RAB5IF
MDM,IFNA8,ENSG00000101126,ADNP
MDM,IFNA8,ENSG00000101150,TPD52L2
